जबकि	Jabki
द्वारा	dvara
बनाया	banaya
गया	gaya
था	tha
कनेको	kaneko
में	me
जापान.	japan.
</s>	</s>
खजांची	khajanchi
चॅक	cheque
और	aur
बैंकर	banker
ड्राफ्ट,	draft,
ऐसे	aise
चॅक	cheque
हैं	hai
जिन्हें	jinhe
किसी	kisi
व्यक्तिगत	vyaktigat
खाता	khata
धारक	dharak
के	ke
बजाय	bajay
एक	ek
वित्तीय	vittiya
संस्था	sanstha
की	ki
निधियों	nidhiyo
के	ke
प्रति	prati
जारी	jari
किया	kiya
गया	gaya
है,	hai,
जिससे	jisse
चॅक	cheque
के	ke
अस्वीकृत	asvikrit
होने	hone
की	ki
संभावना	sambhavna
कम	kam
हो	ho
जाती	jati
है।	hai.
</s>	</s>
इसके	iske
अलावा,	alava,
खुला	khula
स्रोत	strot
उपयोगकर्ताओं	upyogkarta'o
को	ko
भी	bhi
स्थापित	sthapit
करने	karne
को	ko
बनाए	bana'e
रखने,	rakhne,
हासिल	hasil
करने	karne
और	aur
अपने	apne
सर्वर	server
पर	par
सॉफ्टवेयर	software
विन्यास	vinyas
के	ke
लिए	li'e
जिम्मेदार	jim'medar
हैं।	hai.
</s>	</s>
बने	bane
1922	1922
में,	me,
डॉ	do
साहिब	sahiba
को	ko
राज्य	rajya
विधानसभा	vidhansabha
में	me
फिर	phir
से	se
निर्वाचित	nirvachit
किया	kiya
गया	gaya
था।	tha.
</s>	</s>
सरस्वती	sarasvati
का	ka
यह	yah
भव्य	bhavya
मंदिर	mandir
पूर्व	purv
कि	ki
ओर	or
मुख	mukh
किये	kiye
हुए	hue
बहुमंजिला	bahumanjila
आयताकर	ayatakar
भवन	bhavan
है	hai
जो	jo
अपने	apne
वास्तु	vastu
शिल्प	shilp
के	ke
लिए	li'e
विश्व	vishva
भर	bhar
में	me
प्रसिद्ध	prasid'dha
है।	hai.
</s>	</s>
रिचर्ड	richard
सी.	C.
लेविन:	levin:
अध्यक्ष,	adhyaksh,
येल	yale
विश्वविद्यालय	vishvavidyalaya
</s>	</s>
बुद्ध	bud'dh
बोले	bole
-	-
इसी	isi
प्रकार	prakar
यह	yah
स्त्री	stri
स्वयं	svayam
चरित्रहीन	charitrahin
कैसे	kaise
हो	ho
सकती	sakti
है?	hai?
</s>	</s>
यह	yah
पशु	pashu
जीवविज्ञान,	jivvigyan,
पादप	padap
जीवविज्ञान,	jivvigyan,
यांत्रिक	yantrik
इंजीनियरी,	engineering,
सिविल	civil
इंजीनियरी	enginnery
तथा	tatha
रसायन	rasayan
इंजीनियरी	enginnery
को	ko
मिलाकर	milakar
काम	kaam
करती	karti
है।	hai.
</s>	</s>
कनफ़ूशीवाद	kanafushivad
का	ka
मूल	mul
सिद्धांत	sid'dhant
इस	is
स्वर्णिम	svarnim
नियम	niyam
पर	par
आधारित	adharit
है	hai
कि	ki
'दूसरों	'dusro
के	ke
प्रति	prati
वैसा	vaisa
ही	hi
व्यवहार	vyavahar
करो	karo
जैसा	jaisa
तुम	tum
उनके	unke
द्वारा	dvara
अपने	apne
प्रति	prati
किए	ki'e
जाने	jane
की	ki
इच्छा	iccha
करते	karte
हो'।	ho'.
</s>	</s>
फिर	phir
यह	yah
पश्चिम	paschim
बंगाल	bangala
के	ke
जलपाईगुड़ी	jalpa'igudi
ज़िले	zile
और	aur
कूचबिहार	kuchbihar
ज़िले	zile
से	se
निकलकर	nikalkar
बांग्लादेश	bangladesh
के	ke
लालमुनीरहाट	lalmunirahat
ज़िले	zile
में	me
प्रवेश	pravesh
कर	kar
के	ke
जलढाका	jaldhaka
नदी	nadi
से	se
जुड़ती	judti
है,	hai,
जिसके	jiske
बाद	baad
इसका	iska
नाम	naam
धरला	dharla
नदी	nadi
हो	ho
जाता	jata
है।	hai.
</s>	</s>
हिन्दू	hindu
धर्म	dharm
और	aur
बौद्ध	baud'dh
धर्म	dharm
में	me
मन्त्रों	mantro
के	ke
अन्त	ant
में	me
स्वाहा	svaha
उच्चारित	uccharit
किया	kiya
जाता	jata
है	hai
जो	jo
उस	us
मन्त्र	mantr
के	ke
अन्त	ant
का	ka
सूचक	suchak
है।	hai.
</s>	</s>
इससे	isse
तीनों	teeno
अपराधी	apradhi
मुक्त	mukt
हो	ho
जाते	jate
हैं,	hai,
और	aur
पृथ्वी	prithvi
के	ke
सूर्य	surya
की	ki
पीली	pili
रोशनी	roshni
से	se
महाशक्तियां	mahashaktiya
पा	pa
लेते	lete
हैं।	hai.
</s>	</s>
एल्बम	album
को	ko
"ऐनदर	"Ender
ब्रिक	brick
इन	in
द	the
वॉल	wall
(पार्ट	(part
II)"	II)"
एकल	ekal
से	se
बढ़ावा	badhava
दिया	diya
गया,	gaya,
जो	jo
संयुक्त	sanyukt
राज्य	rajya
अमेरिका	america
में	me
बिलबोर्ड	billboard
हॉट	hota
100	100
और	aur
UK	UK
सिंगल्स	singles
चार्ट,	chart,
दोनों	dono
पर	par
#1	#1
पर	par
पहुंच	pahunch
गया।	gaya.
</s>	</s>
यह	yah
किसी	kisi
अन्य	an'ya
तारा	tara
समूह	samuh
के	ke
साथ	sath
नहीं	nahi
होता	hota
है	hai
इसलिये	isliye
यह	yah
१२	12
महत्वपूर्ण	mahatvapurn
हो	ho
गये	gaye
हैं।	hai.
</s>	</s>
यह	yah
दो	do
बार	baar
ओलम्पिक	olympic
खेलो	khelo
(2004	(2004
और	aur
2008)	2008)
और	aur
पांच	panch
बार	baar
विश्व	vishv
चैंपियनशिप	championship
में	me
स्वर्ण	svarn
पदक	padak
जीत	jit
चुकी	chuki
हैं,	hai,
तथा	tatha
पोल	pole
वॉल्ट	volt
में	me
वर्तमान	vartaman
विश्व	vishva
रिकॉर्ड	record
धारक	dharak
भी	bhi
हैं।	hai.
</s>	</s>
संयुक्त	sanyukt
परिवार	parivar
में	me
चाचा,	chacha,
ताऊ	ta'u
की	ki
विवाहित	vivahit
संतान	santan
और	aur
उसके	uske
विवाहित	vivahit
पुत्र,	putra,
पौत्र	pautr
आदि	adi
भी	bhi
हो	ho
सकते	sakte
हैं।	hai.
</s>	</s>
उनका	unka
एक	ek
सड़क	sadak
हादसे	hadse
में	me
निधन	nidhan
को	ho
गया	gaya
है।	hai.
</s>	</s>
व्यवस्थित	vyavasthit
बाज़ार	bazar
जोखिम	jokhim
के	ke
प्रति	prati
अपने	apne
स्टॉक	stock
की	ki
रक्षा	raksha
के	ke
लिए,	li'e,
आप	aap
ईक्विटी	equiti
खरीदते	kharidte
समय	samay
अल्प	alp
वायदे	vayde
करते	karte
हैं।	hai.
</s>	</s>
सभी	sabhi
कार्ड	card
धारकों	dharko
शेष	shesh
धन	dhan
की	ki
वापसी	vapsi
के	ke
लिए	li'e
वापसी	vapsi
चेक	cheque
जारी	jari
किए	kiye
गए।	ga'e.
</s>	</s>
प्रायः	prayah
ये	ye
भ्रांति	bhranti
होती	hoti
है	hai
कि	ki
महासागरों	mahasagaro
में	me
जल	jal
स्थिर	sthir
रहता	rehta
है,	hai,
किन्तु	kintu
वास्तव	vastav
मे	me
ऐसा	aisa
नही	nahi
होता	hota
है।	hai.
</s>	</s>
अपने	apne
सामान्य	saman'ya
हितों	hito
के	ke
बारे	bare
में	me
विचार-विमर्श	vichar-vimarsh
करने	karne
के	ke
लिए	li'e
और	aur
समयानुकूल	samayanukul
आवश्यक	aavashyak
तथा	tatha
लाभदायक	labhdayak
कदम	kadam
उठाने	uthane
के	ke
लिए	li'e
तथा	tatha
देशें	deshe
को	ko
पुनः	punah
समृद्ध	samrid'dha
बनाने	banane
एवं	evam
यूरोप	europe
में	me
शान्ति	shanti
कायम	kayam
रखने	rakhne
के	ke
लिए	li'e
सम्मेलनों	sam'melano
में	me
या	ya
तो	to
इन	in
राष्ट्रों	rashtro
के	ke
राजा	raja
अथवा	athva
उनके	unke
प्रतिनिधि	pratinidhi
भाग	bhag
लेंगे।“	lenge."
</s>	</s>
जंगल	jungle
में	me
उन्होंने	unhone
घोर	ghor
तपस्या	tapasya
शुरु	shuru
की	ki
और	aur
भगवान	bhagvan
विष्णु	vishnu
की	ki
स्तुति	stuti
करने	karne
लगे।	lage.
</s>	</s>
यह	yah
एक	ek
ऐसा	aisa
उपन्यास	upanyas
है	hai
जिसमें	jisme
स्विफ्ट	swift
के	ke
पात्र	patra
को	ko
इसबार	isbar
एक	ek
नदी	nadi
में	me
काल्पनिक	kalpanik
पांचवी	panchvi
यात्रा	yatra
पर	par
प्रस्तुत	prastut
किया	kiya
गया	gaya
है।	hai.
</s>	</s>
ओलीटिक्स	Aulitiks
शब्दावली	shabdavali
यिनके	jinke
राजनैतिक	rajnaitik
दृढता	dridhta
एवम्	evam
राष्ट्रिय	rashtriya
प्रतिज्ञाके	pratigya ke
खातिर	khatir
चयन	chayan
किया	kiya
था।	tha.
</s>	</s>
क्रोनस्‌	krons
अत्याचारी	atyachari
था,	tha,
जिसे	jise
पछाड़कर	pachadkar
ज्यूस	jyus
ने	ne
अपने	apne
भाई	bhai
बहनों	behno
की	ki
रक्षा	raksha
की	ki
थी।	thi.
</s>	</s>
बस्नेत	basnet
पूर्णतय	purnataya
नेपाली	nepali
क्षत्रिय	kshatriya
जाति	jati
जिसको	jisko
क्षेत्री	kshetri
कहते	kehte
हैं।	hai.
</s>	</s>
ग्रिल्स	grills
यह	yah
पद	pad
संभालने	sambhalne
वाले	vale
दसवें	dasve
व्यक्ति	vyakti
हैं	hai
और	aur
1920	1920
में	me
रॉबर्ट	robert
बेडन	bedan
पावेल	pavel
के	ke
लिए	liye
इस	is
पद	pad
के	ke
रचे	rache
जाने	jane
के	ke
बाद	baad
सबसे	sabse
युवा	yuva
चीफ़	chief
स्काउट.	scout.
</s>	</s>
इसमें	isme
सभी	sabhi
वर्ग,	varg,
सभी	sabhi
धर्म,	dharm,
युवा,	yuva,
महिला,	mahila,
बुद्धिजीवी	bud'dhijivi
सभी	sabhi
का	ka
समान	saman
भागीदारी	bhagidari
है।	hai.
</s>	</s>
हालांकि	halanki
अस्थि	asthi
मज्जा,	majja,
नई	na'i
लाल	lal
रक्त	rakt
कोशिकाओं	koshika'o
के	ke
निर्माण	nirman
द्वारा	dvara
क्षतिपूर्ति	kshatipurti
का	ka
प्रयास	prayas
करती	karti
है,	hai,
यह	yah
विनाश	vinash
दर	dar
के	ke
बराबर	barabar
नहीं	nahi
पहुंच	pahunch
पाती.	pati.
</s>	</s>
यह	yah
देवबंदी	devbandi
के	ke
विचार	vichar
से	se
विरोधाभास	virodhabhas
करता	karta
है	hai
कि	ki
मुहम्मद,	muham'mad,
केवल	keval
एक	ek
इंसान-ए-कामिल	insan-e-kamil
था,	tha,
जो	jo
कि	ki
अन्य	an'ya
मनुष्यों	manushyo
की	ki
तरह	tarah
एक	ek
सम्मानित	sammanit
लेकिन	lekin
शारीरिक	sharirik
रूप	rup
से	se
सामान्य	samanya
मनुष्य	manushya
था।	tha.
</s>	</s>
संस्मरण:	sansmaran:
स्मृति	smriti
लेखा	lekha
</s>	</s>
कुछ	kuch
विद्वानों	vidvano
का	ka
मत	mat
है	hai
कि	ki
मुसलमानों	musalmano
के	ke
द्वारा	dvara
ही	hi
खड़ी	khadi
बोली	boli
अस्तित्व	astitva
में	me
लाई	la'i
गई	ga'i
और	aur
उसका	uska
मूलरूप	mulrup
उर्दू	urdu
है,	hai,
जिससे	jisse
आधुनिक	adhunik
हिंदी	hindi
की	ki
भाषा	bhasha
अरबी	arbi
फारसी	farsi
शब्दों	shabdo
को	ko
निकालकर	nikalkar
गढ़	gadh
ली	li
गई।	ga'i.
</s>	</s>
यह	yah
उस	us
समय	samay
एक	ek
टेस्ट	test
में	me
बनाये	banaye
गए	ga'e
सबसे	sabse
ज्यादा	jyada
रन	run
थे।	the.
</s>	</s>
राष्ट्रीय	rashtriya
सलाहकार	salahakar
परिषद	parishad
(एनएसी)	(NAC)
ने	ne
14	14
जुलाई	july
2010	2010
को	ko
सांप्रदायिकता	sampradayikta
विरोधी	virodhi
बिल	bill
का	ka
खाका	khaka
तैयार	taiyar
करने	karne
के	ke
लिए	liye
एक	ek
प्रारूप	prarup
समिति	samiti
का	ka
गठन	gathan
किया	kiya
था	tha
और	aur
28	28
अप्रैल	april
2011	2011
की	ki
एनएसी	NAC
बैठक	baithak
के	ke
बाद	baad
